Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
2719,0,0.06414500215988142,53,0,2.472753702668971,4092.679932974896,4,0,0,0,2.0
2720,0,0.30573097141835515,79,1,0.49794397017084296,6572.876485381435,5,0,0,0,1.0
2721,1,0.08496319818121159,44,0,2.9869188685709074,,9,0,1,0,1.0
2722,0,0.1914297109396739,37,1,2.9178709744515987,10717.004609988413,6,0,3,0,1.0
2723,0,0.2715268621219261,72,0,0.3625711031479004,10713.73717573898,11,0,2,0,1.0
2724,0,0.1535726510918578,79,0,0.05607305414396898,5348.835435352567,5,0,0,0,2.0
2725,0,0.22003611126531536,52,0,0.3693494829022177,5776.159587006651,15,0,1,0,2.0
2726,0,0.11207478811214187,66,0,0.7575362119666382,2442.6582878706845,9,0,0,0,1.0
2727,0,0.37374025745527895,70,0,0.23901520047843913,1907.5490956644355,4,0,1,1,1.0
2728,0,0.177680631377566,41,0,0.6376702752264232,,7,1,1,0,2.0
2729,0,0.3324317988991546,45,1,7.827049216353741,4623.090977966,13,0,0,0,0.0
2730,0,0.31632425665485026,69,0,1.6530906568755757,,6,0,0,0,1.0
2731,0,0.13107544870935176,75,0,0.24573661258942697,9374.039810995386,7,0,1,0,0.0
2732,0,0.26627252535482737,59,0,0.23729453915945536,,11,0,0,0,1.0
2733,1,0.5050936710167468,39,0,3.013010460171578,11309.261706741556,3,0,0,1,0.0
2734,0,0.4569531537203185,79,0,0.8175330405590867,,6,0,2,0,1.0
2735,0,0.13648443606250743,44,0,1.6915856007167074,10447.686246868798,9,0,0,0,0.0
2736,0,0.5647008660707071,47,0,1.5181617435095889,,5,0,1,0,0.0
2737,0,0.2235100631523477,56,0,0.9251186123553201,11705.173131339507,8,0,2,0,1.0
2738,1,0.5484451955479608,73,1,10.0,4869.066308822415,9,0,1,0,2.0
2739,0,0.3162820667049245,63,0,0.5898384729805106,1213.4214906150391,5,1,1,0,0.0
2740,1,0.16192680193273615,57,1,0.2094648882402645,,6,0,2,0,1.0
2741,1,0.21524637113301287,58,0,1.215010947013331,,13,0,0,0,1.0
2742,0,0.037010916205191924,52,0,0.9723102080599308,,7,0,2,0,2.0
2743,0,0.1654646711960034,59,1,1.528392030041521,3789.9886188279356,8,0,2,0,1.0
2744,0,0.28688658262096595,18,1,0.5842416509906432,,12,0,1,0,0.0
2745,0,0.00035537486855353334,47,0,0.6060145901341464,,6,0,1,0,2.0
2746,0,0.10317828769668978,55,0,4.722648876365068,938.8824442071718,7,0,0,0,1.0
2747,0,0.11691957710408243,35,0,3.144572484926539,12223.773067029968,9,1,0,0,
2748,0,0.42105837985284705,57,1,0.7547251934634152,2760.4600588587487,5,0,1,0,1.0
2749,0,0.4573109897417584,49,0,1.5308325992386302,,9,0,2,1,0.0
2750,0,0.23813813387380772,76,0,1.695757405065984,12826.662109169483,7,0,1,0,1.0
2751,0,0.47713059915428563,74,0,0.927874185553179,14721.094144493716,7,0,2,0,1.0
2752,1,0.5672145947725525,45,1,0.20665980329293024,3117.5126437289987,9,0,1,0,0.0
2753,0,27557.453600636774,49,0,0.06029363122591586,,5,0,2,0,2.0
2754,0,0.4745210271188172,50,0,2.289527578834424,2296.5938865550793,8,0,1,0,1.0
2755,0,0.09831909288239674,45,0,0.6236178236959763,,13,0,0,0,1.0
2756,1,0.15862535037050243,54,0,5.325821994752415,933.3116611270299,9,1,0,0,1.0
2757,0,0.014744829922068723,41,2,0.1904778275010087,3523.4715473097785,5,0,0,0,0.0
2758,0,0.0942763522473263,36,0,1.6733078544198712,4267.678923269954,13,0,3,0,0.0
2759,0,0.4125953305876716,60,0,0.24371874361228926,1986.0545666640267,11,0,3,1,2.0
2760,0,0.42975823246666195,60,0,1.2513498303129245,2372.4072388282048,7,0,2,1,0.0
2761,1,0.2597753883787844,40,1,0.48501363426871164,4211.528964345592,8,0,2,0,1.0
2762,0,0.375990884881043,64,1,0.0971376671263761,6306.9065130003755,9,0,1,0,0.0
2763,0,0.28664803484557416,43,0,2.33374596870637,2634.435304720534,7,0,1,0,0.0
2764,0,0.07072835280851471,55,2,1.6565184266451756,6030.449474753443,9,0,1,0,1.0
2765,0,0.33993765091414696,63,1,1.8093184837046274,5408.852302348415,8,0,3,0,1.0
2766,0,0.36649306474853127,51,0,4.632271014193984,,9,0,2,0,2.0
2767,0,0.13286185130992284,58,1,2.5421093654636304,3113.771941814184,8,0,1,0,0.0
2768,0,0.020171215424397277,44,1,0.6265515328659476,1932.624654741355,8,0,0,0,0.0
2769,1,0.25215049257815203,49,2,10.0,16115.170685842917,5,0,0,0,3.0
2770,1,0.24922835713969765,49,0,2.0384285977469725,7640.468035843234,4,0,0,0,0.0
2771,0,0.11299810492472473,41,0,0.302439567924992,9936.91766147626,5,0,2,0,1.0
2772,1,0.21818326274740907,49,0,0.7084155341347286,4635.313997645715,3,0,1,0,1.0
2773,0,0.009991455346814589,30,0,0.4624297360264522,4381.656772532875,8,0,1,0,1.0
2774,1,0.32662453123280316,45,0,9.6207359335625,6928.937603807167,8,0,0,0,1.0
2775,1,0.13086004578815977,48,0,3.137212947899013,1360.6504748048394,12,0,0,0,1.0
2776,1,0.014348477431866331,48,0,1.3857810257363636,2252.3954458147327,10,0,0,0,1.0
2777,0,0.3836924815545595,48,0,0.6234867910210795,2811.736619183538,6,0,2,0,1.0
2778,0,0.2286202829502355,51,0,10.0,3575.2969128352556,9,0,0,0,
2779,1,0.4564150808806454,58,1,4.377727244728978,2655.0347560223236,12,0,2,0,1.0
2780,0,0.20369960045462868,64,0,0.5857088139980638,6204.095935545636,8,0,1,0,0.0
2781,0,0.3085539216297689,42,0,1.1268779371711328,5203.116563249317,12,0,1,0,0.0
2782,0,0.1423859944044636,35,0,1.9160594955820345,13029.942833698577,6,0,1,0,0.0
2783,0,0.5278187140803278,37,0,0.39249620710882827,27767.77375939705,9,0,1,0,1.0
2784,0,0.08914363711467564,45,0,0.40200011328756224,2030.433978898318,11,1,0,0,3.0
2785,0,0.3679975209442188,47,0,10.0,,10,0,5,1,0.0
2786,0,0.46800507847847156,41,1,0.9350293148919673,5441.816038485387,7,0,2,0,2.0
2787,0,0.18148756169536234,33,2,0.6787881204610545,,4,0,0,1,2.0
2788,0,0.2674974565982755,45,0,2.685740645146251,2299.904318326158,9,0,1,0,2.0
2789,0,0.20595073000974706,54,1,0.2830061626010469,2586.2436869467874,5,1,0,0,0.0
2790,0,0.21498010568641285,60,0,1.0186586662063444,5815.510948050722,13,0,2,0,
2791,0,0.10911543091467582,44,0,4.839448735062414,2535.775911513291,7,0,2,0,2.0
2792,0,0.07212381029107723,46,2,0.15615494217303963,5494.431372090225,8,0,3,0,1.0
2793,0,0.5801737189220009,39,0,0.4541499755273866,4137.4508928532105,9,0,2,0,1.0
2794,0,0.274834570162227,51,0,0.7511920927802295,5427.101801280142,7,0,2,0,1.0
2795,0,0.07152319865104596,40,1,0.40301873193295445,2521.7028103309667,12,2,2,0,1.0
2796,0,0.22599988709298668,60,0,4.009906860245345,5487.502262226454,7,0,3,0,1.0
2797,0,0.31748772799920694,26,0,4.431475301074784,2652.6997966844115,6,0,4,0,1.0
2798,0,0.0701462724351561,46,0,1.7235228755720482,5499.909552359757,8,0,0,0,0.0
2799,0,0.2624507112033859,56,0,0.9031234650794915,,10,0,0,0,0.0
2800,0,0.10241709894624258,54,0,6.734062766635804,5899.888285250542,8,0,1,0,0.0
2801,0,0.17927291744070328,89,0,0.6085557811948923,6156.780462268492,7,0,1,0,2.0
2802,0,0.284768385869618,56,0,1.1755654230173818,8708.410503871084,11,0,0,0,0.0
2803,0,0.12466816185515074,37,1,1.3391052639878174,1839.9784873346202,6,0,3,0,0.0
2804,0,0.3584361468747575,50,0,0.5754905611027071,,11,0,0,0,0.0
2805,0,0.142661140315323,27,1,0.7900583930606544,2347.4549145567025,5,0,0,0,0.0
2806,0,0.3399032433293909,50,0,0.2699207249595511,9097.570675767518,7,0,0,0,1.0
2807,0,0.08824917968787499,40,0,3.94882548646536,8290.263153232818,7,0,2,0,1.0
2808,0,0.2568105385913312,64,1,0.09354653548689106,2613.599181054201,9,0,3,1,0.0
2809,0,0.10722204130901483,44,0,1.0844213379785765,9958.883996302544,10,0,1,0,3.0
2810,0,0.13051502713896398,50,0,0.4209671787609277,6963.718908000108,6,0,0,0,1.0
2811,0,0.2550614075591814,43,0,0.8268645937617786,18453.051912146784,9,0,2,0,0.0
2812,0,0.14471204093776682,76,0,0.09114145569181209,5627.1879815470475,4,0,0,1,0.0
2813,0,0.21772863181788152,47,0,3.6634555480952673,4555.177002722747,9,0,2,0,0.0
2814,1,0.2108430920642955,77,0,0.6623255034423273,3427.7735906124713,5,0,0,0,0.0
2815,0,0.21211780239277672,63,1,2.025600633376564,,5,0,2,0,0.0
2816,0,0.1665192248439773,58,0,1.0232167342182177,3933.3261860347584,7,0,2,0,1.0
2817,0,0.15641487689403488,57,0,0.781977680782147,4051.616126235304,16,0,1,0,2.0
2818,0,0.4091375622453568,57,2,1.6373032821686397,5904.326863402167,8,0,2,0,2.0
2819,0,0.2916437405314162,25,0,0.241113033648388,1814.9765425168166,11,0,2,0,0.0
2820,0,0.20669187811120546,48,0,1.010639977230491,,12,0,0,0,1.0
2821,0,0.08472866159103624,63,1,0.18205910295317368,7356.767923293529,5,0,0,0,0.0
2822,0,0.43879705038634975,51,0,0.29161476244552487,7886.09824761109,6,0,1,0,2.0
2823,0,0.08526769534404618,32,0,0.5271540136370213,1336.9275360315837,9,0,1,1,0.0
2824,0,0.013068825195653506,51,1,0.408509500151774,8058.515408628136,8,0,1,1,
2825,0,0.03867949663653707,75,1,1.2563056816790488,,9,0,0,0,1.0
2826,0,0.49642083824872035,69,0,0.1906197071623088,4317.761543636564,7,0,1,0,
2827,1,0.2286256068359989,51,1,2.131057945519454,939.0223126822939,8,0,1,0,2.0
2828,0,0.24970654757575833,65,1,10.0,13981.632931437653,8,0,1,0,2.0
2829,0,0.08431842886358985,46,1,3.3891528596729033,5562.256885311291,6,0,0,1,1.0
2830,0,0.49228499309075624,28,0,1.6887414607881064,1682.4018120225196,7,0,0,0,0.0
2831,0,0.20316962351647577,39,0,0.5071665754607442,6390.968510286419,12,1,1,0,3.0
2832,0,0.08681196362910218,73,0,1.2417564215386676,,6,0,0,0,3.0
2833,0,0.23992052768088587,48,0,1.9625933528193704,11565.489584424604,5,0,2,0,1.0
2834,0,0.5098051615295691,48,0,3.836703898513705,3956.906695479134,3,0,1,0,0.0
2835,0,0.1725198975743638,47,0,7.688810460892483,,9,0,2,0,0.0
2836,0,0.10026644662132352,78,0,0.47980584859722186,,11,1,0,0,0.0
2837,0,0.0456879763373067,74,0,0.15604700326360305,7469.355752743386,5,0,1,0,0.0
2838,0,0.6995922495982878,83,0,1.7823910839905313,,8,0,1,0,1.0
2839,0,0.18217610146335436,49,0,0.8437985480738704,,8,0,0,0,1.0
2840,0,0.27733143384555514,56,0,0.30620099329389816,4686.970592126394,7,0,4,0,0.0
2841,1,0.02052789171939143,30,0,0.48869961004631995,2083.6894179796855,3,0,0,0,0.0
2842,0,0.1417883857753963,72,0,0.2913260815988937,15085.538564995897,9,0,0,0,0.0
2843,0,0.313825222253655,35,1,1.2407148099055545,18941.048219350232,10,0,1,0,3.0
2844,0,0.044145479946710975,55,0,10.0,3577.7412345724097,8,0,3,0,1.0
2845,0,0.09955245913443006,36,0,1.1052572414563673,1861.9572444517612,3,0,0,0,0.0
2846,0,0.347488186571713,43,0,0.6615823354422045,6220.555106887832,9,0,0,1,2.0
2847,1,0.3625643897646157,40,0,3.7744293665489,3507.0420396484546,3,0,1,0,0.0
2848,0,0.39160533377120643,43,0,1.4577712973750319,11184.417487454813,8,0,1,0,1.0
2849,0,0.33876937459036194,44,1,1.9846395026769907,2832.733379931692,9,0,1,1,1.0
2850,0,0.24415181630071395,44,1,10.0,7195.1268948618645,15,0,1,0,1.0
2851,0,0.18612477772569247,63,1,0.11753093292348471,5323.016923980702,8,0,0,0,1.0
2852,0,0.39599046893933393,36,0,0.19702565577487768,3061.36735313815,6,0,2,0,2.0
2853,0,0.03064254811320146,55,0,0.710150825870612,5814.06278471068,6,0,1,0,0.0
2854,0,0.1747997769564194,69,0,5.117670542127231,,10,0,0,0,1.0
2855,0,0.25230624035386084,44,1,0.7736811555072323,5222.826259285416,5,0,2,0,0.0
2856,0,0.4956758701230497,41,0,2.6219262752088364,,10,0,2,0,1.0
2857,0,0.37299022028153,48,0,0.20126000715284298,2667.9124736054514,9,0,1,0,0.0
2858,1,0.3668297088118689,68,0,2.639027751107574,10948.342550459105,7,1,1,0,1.0
2859,0,0.11799639747780663,54,1,1.1309476576078445,10210.609489249991,6,0,2,0,4.0
2860,0,0.5167932707667023,44,0,0.410777149649075,3687.148108604451,7,1,2,0,1.0
2861,0,0.2612937464465661,58,0,4.8555385645092635,,5,0,1,0,2.0
2862,0,0.29756960040341823,36,0,2.77061444021974,,8,0,1,0,0.0
2863,0,0.37345374689217486,61,0,1.165291064017783,2222.7499516897133,8,0,0,1,0.0
2864,0,0.23280239714787795,57,0,0.8415400083171295,7502.577250913991,5,0,2,0,1.0
2865,0,0.1061239989395841,47,0,0.15734702153219116,3324.1535817643958,9,0,0,0,0.0
2866,0,0.4626106020153325,40,0,0.6076382494052887,17062.775762920992,5,0,1,0,2.0
2867,0,0.18778341724103845,39,0,0.18274300617445446,5137.966769557629,9,0,0,0,1.0
2868,0,0.18232009956756687,59,0,1.064609358463956,11875.882746626394,5,0,0,0,1.0
2869,1,0.606484567875553,69,0,1.555142423306193,2884.3961667347626,12,0,3,0,0.0
2870,0,0.03270370294118128,43,0,2.0076101169186686,2050.891636843343,9,0,3,0,0.0
2871,0,31267.813181708356,58,0,1.0861919964103537,4171.447512919912,11,0,1,0,2.0
2872,0,0.33801008489429424,22,0,6.781063656453308,5906.911710240354,6,0,1,0,0.0
2873,0,0.00992312653174542,43,0,0.18496767496980168,3437.459027353722,5,0,3,0,2.0
2874,1,0.33254612490656,51,0,1.0259727008603796,8356.669139473615,9,0,5,0,0.0
2875,0,0.21314324694730927,39,0,4.506377416495332,,10,1,1,1,
2876,0,0.5425262218811917,38,1,2.1271084119972072,1144.810026798905,16,0,1,0,
2877,0,0.11231856261725028,42,0,0.5105757189723406,7237.045959213588,6,0,1,0,0.0
2878,0,0.07952294656884851,56,0,2.395329080807211,,4,0,1,0,0.0
2879,0,0.6281259674920426,49,0,0.5590392911329312,3815.709232863852,8,0,1,1,0.0
2880,0,0.06404564049796602,20,0,1.086293548598262,14576.877836557236,5,0,0,0,3.0
2881,1,0.19969035100454638,22,1,2.223682936949925,16999.992925390427,9,0,1,0,0.0
2882,0,0.5167630442575342,43,0,0.17303181351829602,3285.107304688635,10,0,0,1,2.0
2883,0,0.05169387380745842,58,0,3.424666033562209,7364.678248926327,11,0,1,0,2.0
2884,1,0.44381387397539823,18,0,2.762867795203847,3338.9372833523007,8,0,2,0,0.0
2885,0,0.04462617702440087,45,0,0.11681943494856754,4020.6100135732763,12,0,1,0,0.0
2886,0,0.3885719080841853,44,1,0.017166163110772847,3216.2044774394503,7,0,0,0,1.0
2887,0,0.4606327562926305,71,0,0.081592948817817,1469.9143661003993,7,0,0,0,0.0
2888,1,0.25128388262702356,46,0,1.0665577000261182,5252.916139989451,4,0,1,0,0.0
2889,0,0.6171481642838071,57,0,9.129059519025398,6013.220680083617,6,0,0,0,1.0
2890,0,0.17052787576163406,53,0,2.771464450548696,,7,0,2,0,2.0
2891,0,0.07320799532842724,22,0,3.950166548469609,10524.42681837606,7,0,1,0,0.0
2892,0,0.23137792766336665,62,0,2.905526665907956,3621.8631257212164,11,0,0,0,0.0
2893,1,0.19474802994342133,55,0,1.646665480779927,,8,0,5,0,0.0
2894,0,0.23121314958663663,59,0,0.0724982319402652,7104.986799948748,10,1,2,0,2.0
2895,1,0.2742984281844531,106,2,4.246417150402942,1669.2381555135016,13,0,1,0,2.0
2896,0,0.014001139404175805,22,0,0.5034122892609698,9271.26695844082,13,0,2,0,0.0
2897,0,0.23249750686925638,76,0,0.26545264893522,3708.8665241498825,12,1,1,0,0.0
2898,1,0.021006463882516452,47,1,0.6404456761045839,9823.180742907973,8,0,3,0,0.0
2899,0,0.03312837043080323,56,0,2.757190522617986,12108.843932052801,11,0,0,0,1.0
2900,0,0.4613033332682528,51,0,1.0391661436139406,,9,0,0,2,1.0
2901,0,0.2895772647241181,46,0,1.188506681064489,,3,0,0,0,1.0
2902,0,0.08305022429296606,44,1,0.9657117397549908,,12,0,1,0,0.0
2903,0,0.02044872449141825,56,1,5.107754930472023,1801.0932770867835,7,1,2,0,1.0
2904,1,0.22808116843927068,30,0,0.12545911750398106,10636.401397748783,8,0,1,0,1.0
2905,0,0.42300784941583824,62,0,1.002370414756358,4472.218715774995,8,0,1,0,1.0
2906,0,0.2631939720337017,46,0,2.1539267490913594,3230.9928207386038,9,0,1,0,0.0
2907,0,0.29644985556441783,36,2,1.3153004324113413,4480.7355353157955,6,0,2,0,1.0
2908,0,0.1697794622888647,45,0,5.3735569717589415,,7,0,0,0,3.0
2909,0,0.19681844626524997,69,1,1.2842251226235317,8477.050498853996,8,0,0,0,1.0
2910,0,0.16829257747964177,44,0,0.6509812102630039,,4,0,1,0,2.0
2911,0,0.23545311840710248,57,1,0.455645436555383,7681.116861157643,6,0,4,0,0.0
2912,0,0.6275027393702525,41,1,0.14523184818792195,,5,0,1,0,2.0
2913,0,0.4227527848942995,62,0,0.4619287103697191,6072.217509202177,5,0,2,0,1.0
2914,0,0.2669917638967736,61,0,0.22980988155217794,5737.148918411303,9,0,0,0,0.0
2915,0,0.2977055331672624,77,1,0.8728431685971292,4914.558139144417,8,0,0,1,2.0
2916,0,0.1490677186242395,49,0,0.10185763499732406,8327.859327835798,9,0,4,0,0.0
2917,0,0.22265381221085043,61,0,1.1054658047426351,6328.999680796709,11,0,1,0,0.0
2918,0,0.41671904885013794,53,0,0.604321018731356,,12,0,1,2,1.0
2919,1,0.37546892118385333,70,0,4.219650173893252,7116.790069862611,2,0,3,0,2.0
2920,1,0.35546652096629977,41,2,1.9857062657248368,5843.4283304513765,9,0,2,0,0.0
2921,0,0.23697388353652052,62,1,4.1227610827829,7540.090233518716,6,0,0,0,1.0
2922,0,0.05830149240978851,49,2,1.0741604104618183,,6,0,0,0,2.0
2923,0,0.26929035229531056,51,0,3.06206100645434,8675.152809926278,7,0,2,1,
2924,0,0.3972618841924473,53,0,1.0662714857011861,4707.979030678367,9,0,1,0,1.0
2925,0,0.47786560504742903,55,2,0.35888903846532444,8157.685602798745,9,0,1,0,0.0
2926,0,0.22112336399386806,50,0,0.5525881021553947,3570.532198362458,10,0,3,0,
2927,0,0.1456307582355001,55,0,1.9579781438069157,3747.7920621274075,7,0,1,0,0.0
2928,0,0.12911711598154524,74,0,1.7874856733432478,7490.844093680759,11,0,0,0,1.0
2929,0,0.3716595479970646,65,0,1.3391024052661304,3896.2063361286164,9,0,5,0,0.0
2930,0,0.03489023529799046,64,0,1.1010995891603972,23018.37033486877,5,0,0,0,
2931,0,0.05580392017479423,45,0,1.3200442031175328,,11,0,1,0,1.0
2932,0,0.48092916075470227,39,1,0.362774177514478,5001.266404809556,7,0,3,0,0.0
2933,0,0.10554521542443694,65,0,1.2019085613348996,8724.849902154536,6,0,0,1,1.0
2934,1,0.09875331919613312,64,0,0.678807393447181,3510.534952674847,9,0,0,0,0.0
2935,1,0.8542602150066709,72,0,0.8151742400413643,9377.89284583595,12,0,1,0,1.0
2936,0,0.2875466364058382,43,0,0.09982904996653424,9197.294573239435,13,0,1,0,0.0
2937,1,0.0010163737557772608,48,0,1.6050260486508199,11819.120027677342,10,0,1,0,0.0
2938,1,0.5430730013747512,29,0,0.19642522401605494,3609.8927005865953,7,0,2,0,0.0
2939,0,0.19536577175698772,46,0,0.20497947916729153,2088.260542489,10,0,2,0,0.0
2940,0,0.04516986125942748,65,0,1.6213824439144795,3206.3604368198958,9,2,1,0,1.0
2941,0,0.38804938286231944,45,0,0.13685129924157846,4035.39164850016,7,0,0,0,2.0
2942,0,0.5487222354005592,60,0,2.539981384335224,,10,0,0,0,0.0
2943,0,0.4612561021617343,49,0,0.3943834307338903,22845.476697699898,7,0,2,0,1.0
2944,0,0.6503272530833207,56,0,1.9757956389824762,6255.7956262347625,11,0,1,0,
2945,0,0.0871934062863809,35,0,0.19999882476043215,,2,0,0,0,0.0
2946,0,0.4654864876359033,53,0,0.5361084911330378,3847.060074896976,13,0,2,0,0.0
2947,0,0.1763059508912799,18,0,2.4884825353026785,8754.150809930317,4,0,2,1,1.0
2948,1,0.3805260831914145,49,1,0.748009525330955,22742.8701303276,7,0,3,0,0.0
2949,1,0.060216127360792154,29,0,0.3261925482871033,17155.86924081205,7,0,0,0,0.0
2950,0,0.05143192008652964,68,0,1.7161486499934844,10900.714634040323,8,0,2,0,0.0
2951,0,0.2500620156463184,62,0,0.04735342612268256,10789.317160569406,13,0,0,0,1.0
2952,0,0.5428376533579312,58,0,3.8862253580670254,8800.967348386377,10,0,0,0,1.0
2953,0,0.48407365331755015,73,0,0.25996916901624184,4754.736452035568,10,0,0,0,0.0
2954,1,0.025874568906123045,38,0,6.062414684424824,,10,0,2,0,0.0
2955,0,0.17880297572607348,76,1,2.3861159728597716,4843.680465410406,5,0,1,0,0.0
2956,0,0.020969326302478754,65,0,0.6973822390582172,6605.36661763149,14,0,1,0,0.0
2957,0,0.1760807590045233,48,0,1.677150673617868,1776.599229953493,11,1,1,0,1.0
2958,0,0.12229267621909971,67,0,0.11250968519177229,4415.756691668393,4,0,1,0,1.0
2959,0,0.28653481409338794,36,0,0.3884742374854089,2756.8592332754442,5,0,0,0,2.0
2960,0,0.05530617688795056,40,3,0.5512997547038632,,9,0,1,0,3.0
2961,1,0.30690638014029015,43,0,1.529992705712774,3344.9402786622077,5,0,2,0,0.0
2962,0,0.2784033386654867,44,0,0.9549603264636604,6184.208046366115,6,0,1,0,0.0
2963,1,0.4916066957910137,37,0,0.6958409633066633,3010.8743429432607,5,0,0,1,0.0
2964,1,0.2103227676253433,69,0,0.5695208671113815,,9,0,1,0,1.0
2965,0,0.1295755154591102,48,0,0.7940555046818615,,11,0,2,0,1.0
2966,0,0.04385216463292105,56,0,0.9660636720851047,6857.431706353683,10,0,2,0,1.0
2967,0,0.7788808348040336,44,1,2.356475852404018,,7,0,0,0,1.0
2968,1,0.28061287124773454,26,0,1.5744694020774295,,9,0,3,0,1.0
2969,0,0.24419642460936006,55,0,1.6935264427685752,5677.865748378691,8,0,0,0,0.0
2970,0,0.32806569151486514,25,0,6.2573423258003125,5876.695669251699,11,0,0,1,1.0
2971,1,0.08647792540159031,51,0,1.7863832941629734,5770.34291704655,8,0,1,0,0.0
2972,0,0.16234576532937606,32,1,1.145255796706352,5465.573844590392,13,0,0,0,1.0
2973,0,0.13752198094511867,79,0,2.412527949315739,3136.0176720943537,7,0,1,0,2.0
2974,0,0.558195515088361,64,0,0.8200567049483176,4381.571258412104,8,0,1,0,0.0
2975,0,0.10987936982607442,53,0,1.0046738523855143,5024.814472374775,8,0,2,0,2.0
2976,0,0.0882592877610107,69,0,4.892899962553393,5634.999161835176,13,0,2,0,0.0
2977,0,0.2767565438680798,40,0,1.2346017912249299,4693.921576232837,11,1,0,0,2.0
2978,0,0.44999406187729096,59,0,2.3026118388439785,8190.361333096566,4,0,0,0,1.0
2979,0,0.411768395709011,54,0,4.478958421154515,5246.785482988465,3,0,0,1,1.0
2980,0,0.15112237824473276,55,0,8.652352266691645,5658.579553009718,5,1,2,0,2.0
2981,0,0.3732564512915631,69,0,0.11783165050447127,3759.8838922331965,10,0,0,0,2.0
2982,0,0.1773682554802311,62,0,0.13593843940000863,2352.6335785313972,11,0,2,1,2.0
2983,0,0.25441029310198177,56,0,0.25911136976212773,,6,0,4,0,1.0
2984,0,0.10476194506209531,28,0,0.12521161201735442,11443.90131428231,3,0,2,0,1.0
2985,1,0.2423309847626993,38,0,10.0,,5,1,3,0,0.0
2986,0,0.3238310995441319,50,0,3.92636173783427,2773.191885854162,11,0,1,1,1.0
2987,0,0.02891324232832445,53,0,0.5239761944508512,8693.388020662063,10,0,0,0,0.0
2988,0,0.05816824062582279,36,0,1.1636093345621286,3887.097649243385,10,0,0,0,0.0
2989,0,0.0537088989947013,85,0,0.37784107562806296,8105.17306115648,9,0,0,0,1.0
2990,0,0.2252207369391273,73,0,0.23116381457619467,3796.5304705252775,6,0,0,0,0.0
2991,0,0.1719029725012845,60,0,0.0691245534400505,6293.763540465641,8,0,2,0,0.0
2992,0,0.1311793699640922,53,0,0.11623972702744068,3418.8238396185766,6,0,2,0,1.0
2993,1,0.18963422345268346,49,0,2.5556027187539008,3480.263375329776,10,0,1,0,0.0
2994,0,0.0936698356201229,38,0,0.5055676416866133,1641.9079734387692,8,0,1,0,0.0
2995,0,0.0866125095277035,53,0,0.3266464303242094,7033.588947716055,7,0,1,0,1.0
2996,0,0.04544552314123852,55,1,9.149341667498039,,8,0,0,0,0.0
2997,0,0.21422670228949925,34,0,1.6061522366202534,6624.3656901174745,6,0,3,0,0.0
2998,0,0.34832984086918606,56,1,4.3940068049256675,5959.4375976245265,15,0,0,0,1.0
2999,0,0.8192497736936666,49,1,0.4385827905250675,2882.533796157212,7,0,0,0,1.0
3000,0,0.0870196844266237,25,1,3.7734885047952,9663.676889280507,8,0,2,0,1.0
3001,1,0.4009187168291128,39,1,1.9911711117909048,9847.230332066712,9,0,0,0,0.0
3002,0,0.323461433818457,46,1,0.18602914490787978,2830.571105611539,6,0,2,1,1.0
3003,1,0.22423355514048607,78,0,1.000131758141309,7132.997230020766,10,0,1,0,0.0
3004,0,0.234094717266287,59,0,0.09587549383423907,9067.880467592164,5,0,0,0,0.0
3005,1,0.11290174308788889,33,0,0.7386549775431237,3536.6357765627813,10,0,0,0,0.0
3006,0,0.20577830582881126,58,1,0.39352620597790655,3994.904757652995,5,0,1,0,3.0
3007,0,0.056216973187113425,30,0,1.6462282299956552,7142.937503261185,9,0,0,1,0.0
3008,0,0.1560289469115963,67,0,0.64370244380729,1707.4719459457785,6,0,0,0,0.0
3009,1,0.02947542170720403,45,0,4.430829501649308,2293.9670749976945,8,0,1,0,1.0
3010,0,0.5414489100785018,50,0,0.7352200744497992,2458.133237940979,4,0,2,0,1.0
3011,0,0.2203824246444367,70,0,1.2350490255016886,1397.6933429542612,12,1,4,0,0.0
3012,0,0.05821501005897937,33,1,1.6226347734833266,10503.437273238056,8,0,1,0,0.0
3013,0,0.4426011140622666,32,1,0.6551339479139558,1222.0777098592775,10,0,1,0,2.0
3014,1,0.07605532360944736,43,0,4.464283720197293,6249.004589722677,11,1,1,0,1.0
3015,0,0.3346030324791944,66,0,2.882015068307271,8674.807170023589,11,0,0,0,0.0
3016,0,0.32299725759931674,30,0,1.5584110166098595,4001.7331425992274,7,0,0,0,3.0
3017,1,0.09765120823914905,18,0,0.5430508751729547,,7,0,1,0,1.0
3018,0,0.03759740754772036,45,0,0.25104974287074994,5784.803752340117,6,0,1,0,
3019,0,0.38574784971093806,59,0,1.0186841387388446,,8,0,0,0,2.0
3020,0,0.04398519133048026,68,0,0.8618568344026647,9921.440522434576,11,0,2,0,0.0
3021,0,0.13730392209772993,45,0,0.36022493330890887,,5,0,1,0,0.0
3022,1,0.4352513493304569,46,0,0.7010505652675002,2583.511416431819,10,0,0,0,3.0
3023,1,0.20453475849595543,68,1,0.23379559457220317,7281.584865056202,7,0,2,0,0.0
